Date,Close
"2017-12-01 00:00:00",9916.54
"2017-12-01 00:01:00",9926.32
"2017-12-01 00:02:00",9949.9
"2017-12-01 00:03:00",9952.68
"2017-12-01 00:04:00",9974.39
"2017-12-01 00:05:00",10000.54
"2017-12-01 00:06:00",10008.72
"2017-12-01 00:07:00",10005.01
"2017-12-01 00:08:00",10006.3
"2017-12-01 00:09:00",10018.63
"2017-12-01 00:10:00",10027.63
"2017-12-01 00:11:00",10035.89
"2017-12-01 00:12:00",10033.22
"2017-12-01 00:13:00",10022.66
"2017-12-01 00:14:00",10014.63
"2017-12-01 00:15:00",10018.18
"2017-12-01 00:16:00",10016.81
"2017-12-01 00:17:00",10021.91
"2017-12-01 00:18:00",10028.22
"2017-12-01 00:19:00",10023.96
"2017-12-01 00:20:00",9998.62
"2017-12-01 00:21:00",9978.19
"2017-12-01 00:22:00",9991.68
"2017-12-01 00:23:00",9995.22
"2017-12-01 00:24:00",9977.42
"2017-12-01 00:25:00",9980.26
"2017-12-01 00:26:00",9986.46
"2017-12-01 00:27:00",9987.61
"2017-12-01 00:28:00",9979.94
"2017-12-01 00:29:00",9986.49
"2017-12-01 00:30:00",10011.67
"2017-12-01 00:31:00",10023.87
"2017-12-01 00:32:00",10028.62
"2017-12-01 00:33:00",10036.89
"2017-12-01 00:34:00",10029.22
"2017-12-01 00:35:00",10038.76
"2017-12-01 00:36:00",10039.23
"2017-12-01 00:37:00",10045.16
"2017-12-01 00:38:00",10054.76
"2017-12-01 00:39:00",10048.27
"2017-12-01 00:40:00",10052.21
"2017-12-01 00:41:00",10061.01
"2017-12-01 00:42:00",10040.81
"2017-12-01 00:43:00",10021.39
"2017-12-01 00:44:00",10000.11
"2017-12-01 00:45:00",9986.46
"2017-12-01 00:46:00",9969.65
"2017-12-01 00:47:00",9930.84
"2017-12-01 00:48:00",9874.42
"2017-12-01 00:49:00",9888.19
"2017-12-01 00:50:00",9877.85
"2017-12-01 00:51:00",9878.13
"2017-12-01 00:52:00",9833.23
"2017-12-01 00:53:00",9843.98
"2017-12-01 00:54:00",9856.21
"2017-12-01 00:55:00",9855.22
"2017-12-01 00:56:00",9848.79
"2017-12-01 00:57:00",9853.31
"2017-12-01 00:58:00",9872.21
"2017-12-01 00:59:00",9885.98
"2017-12-01 01:00:00",9874.19
"2017-12-01 01:01:00",9864.65
"2017-12-01 01:02:00",9827.86
"2017-12-01 01:03:00",9797.35
"2017-12-01 01:04:00",9748.72
"2017-12-01 01:05:00",9788.26
"2017-12-01 01:06:00",9775.69
"2017-12-01 01:07:00",9784.1
"2017-12-01 01:08:00",9768.92
"2017-12-01 01:09:00",9757.11
"2017-12-01 01:10:00",9750.55
"2017-12-01 01:11:00",9765.77
"2017-12-01 01:12:00",9798.97
"2017-12-01 01:13:00",9828.41
"2017-12-01 01:14:00",9830.05
"2017-12-01 01:15:00",9826.23
"2017-12-01 01:16:00",9819.87
"2017-12-01 01:17:00",9824.11
"2017-12-01 01:18:00",9836.5
"2017-12-01 01:19:00",9861.93
"2017-12-01 01:20:00",9871.32
"2017-12-01 01:21:00",9866.35
"2017-12-01 01:22:00",9844.93
"2017-12-01 01:23:00",9823.64
"2017-12-01 01:24:00",9803.34
"2017-12-01 01:25:00",9786.97
"2017-12-01 01:26:00",9782.76
"2017-12-01 01:27:00",9779.05
"2017-12-01 01:28:00",9763.29
"2017-12-01 01:29:00",9729.03
"2017-12-01 01:30:00",9721.23
"2017-12-01 01:31:00",9707.37
"2017-12-01 01:32:00",9716.26
"2017-12-01 01:33:00",9701.86
"2017-12-01 01:34:00",9697.72
"2017-12-01 01:35:00",9718.11
"2017-12-01 01:36:00",9744.15
"2017-12-01 01:37:00",9747.64
"2017-12-01 01:38:00",9743.11
"2017-12-01 01:39:00",9758.29
"2017-12-01 01:40:00",9790.33
"2017-12-01 01:41:00",9793.19
"2017-12-01 01:42:00",9792.51
"2017-12-01 01:43:00",9789.46
"2017-12-01 01:44:00",9770.61
"2017-12-01 01:45:00",9772.25
"2017-12-01 01:46:00",9787.58
"2017-12-01 01:47:00",9792.59
"2017-12-01 01:48:00",9799.15
"2017-12-01 01:49:00",9819.75
"2017-12-01 01:50:00",9813.87
"2017-12-01 01:51:00",9802.66
"2017-12-01 01:52:00",9783.67
"2017-12-01 01:53:00",9770.84
"2017-12-01 01:54:00",9759.51
"2017-12-01 01:55:00",9781.4
"2017-12-01 01:56:00",9780.72
"2017-12-01 01:57:00",9773.72
"2017-12-01 01:58:00",9769.41
"2017-12-01 01:59:00",9774.01
"2017-12-01 02:00:00",9792.15
"2017-12-01 02:01:00",9797.77
"2017-12-01 02:02:00",9775.77
"2017-12-01 02:03:00",9737.09
"2017-12-01 02:04:00",9721.8
"2017-12-01 02:05:00",9704.35
"2017-12-01 02:06:00",9703.42
"2017-12-01 02:07:00",9706.2
"2017-12-01 02:08:00",9718.38
"2017-12-01 02:09:00",9725.86
"2017-12-01 02:10:00",9716.64
"2017-12-01 02:11:00",9723.46
"2017-12-01 02:12:00",9723.18
"2017-12-01 02:13:00",9723.95
"2017-12-01 02:14:00",9732.83
"2017-12-01 02:15:00",9742.79
"2017-12-01 02:16:00",9752.84
"2017-12-01 02:17:00",9763.18
"2017-12-01 02:18:00",9753.82
"2017-12-01 02:19:00",9743.18
"2017-12-01 02:20:00",9721.24
"2017-12-01 02:21:00",9711.28
"2017-12-01 02:22:00",9696.22
"2017-12-01 02:23:00",9668.27
"2017-12-01 02:24:00",9629.7
"2017-12-01 02:25:00",9636.42
"2017-12-01 02:26:00",9632.76
"2017-12-01 02:27:00",9626.89
"2017-12-01 02:28:00",9601.91
"2017-12-01 02:29:00",9624.72
"2017-12-01 02:30:00",9639.37
"2017-12-01 02:31:00",9628.13
"2017-12-01 02:32:00",9644.95
"2017-12-01 02:33:00",9653.15
"2017-12-01 02:34:00",9667.07
"2017-12-01 02:35:00",9676.9
"2017-12-01 02:36:00",9678.68
"2017-12-01 02:37:00",9682.76
"2017-12-01 02:38:00",9713.25
"2017-12-01 02:39:00",9728.79
"2017-12-01 02:40:00",9734.06
"2017-12-01 02:41:00",9741.82
"2017-12-01 02:42:00",9718.35
"2017-12-01 02:43:00",9723.88
"2017-12-01 02:44:00",9719.02
"2017-12-01 02:45:00",9713.39
"2017-12-01 02:46:00",9710.11
"2017-12-01 02:47:00",9713.89
"2017-12-01 02:48:00",9710.87
"2017-12-01 02:49:00",9722.05
"2017-12-01 02:50:00",9769.35
"2017-12-01 02:51:00",9800.71
"2017-12-01 02:52:00",9797.43
"2017-12-01 02:53:00",9780.89
"2017-12-01 02:54:00",9792.42
"2017-12-01 02:55:00",9796.46
"2017-12-01 02:56:00",9794.69
"2017-12-01 02:57:00",9819.21
"2017-12-01 02:58:00",9823.69
"2017-12-01 02:59:00",9817.16
