Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
03/12/2017 21:00,11300.62,11466.99,10618.29,10940,2685.31,29544605.06,11002.3
03/12/2017 22:00,10940.04,11271.52,10513.16,11127.88,2210.68,24088104.36,10896.25
03/12/2017 23:00,11100,11263.97,10998.65,11250,784.85,8731630.65,11125.2
04/12/2017 00:00,11250,11400,11180,11273.99,643.42,7263797.46,11289.33
04/12/2017 01:00,11274,11444,11243.48,11383,511.2,5813238.77,11371.82
04/12/2017 02:00,11399.98,11413,11159.93,11261.57,380.32,4288498.48,11276.1
04/12/2017 03:00,11262.45,11384.25,11252.81,11384.25,116.86,1323797.74,11328.17
04/12/2017 04:00,11382.36,11528.53,11372.15,11493.7,430.16,4932286.06,11466.18
04/12/2017 05:00,11493.69,11533,11300,11445,374.84,4273885.65,11401.93
04/12/2017 06:00,11445,11488.94,11321.01,11439.95,302.75,3450283.47,11396.32
04/12/2017 07:00,11439.93,11587.34,11349.23,11582,507.94,5826899.01,11471.71
04/12/2017 08:00,11587.34,11594.5,11423.5,11544.95,425.47,4903781.09,11525.66
04/12/2017 09:00,11545.04,11568.17,11336.07,11385,660.05,7565894.42,11462.66
04/12/2017 10:00,11396.15,11404.26,11217.35,11368.2,646.53,7301572.83,11293.56
04/12/2017 11:00,11368.16,11373.29,11000,11141.25,919.8,10297583.15,11195.49
04/12/2017 12:00,11141.25,11260,11057.01,11168.4,436.29,4865265.12,11151.43
04/12/2017 13:00,11198.19,11259,10850,11218.17,1259.94,13897399.26,11030.23
04/12/2017 14:00,11218.14,11399.89,11174.24,11360,905.6,10240545.57,11308.05
04/12/2017 15:00,11360,11409.89,11199.72,11342.56,538.79,6092976.29,11308.56
04/12/2017 16:00,11342.56,11361.92,11204.2,11251.68,512.5,5782938.86,11283.74
04/12/2017 17:00,11251.68,11350,11227.4,11254.45,424.98,4804605.65,11305.43
04/12/2017 18:00,11254.38,11270.67,11100,11189.39,839.68,9376277.5,11166.53
04/12/2017 19:00,11178.11,11241.36,11100,11190.16,409.29,4573754.06,11174.97
04/12/2017 20:00,11208.99,11535,11190.12,11399.99,1155.98,13221707.07,11437.71
04/12/2017 21:00,11395.7,11550,11384.26,11470.98,490.36,5641641.24,11505.07
04/12/2017 22:00,11470.93,11499.93,11435.27,11475.07,356.92,4093929.21,11470.1
04/12/2017 23:00,11475.12,11613.07,11445.19,11613.07,371.84,4290359.94,11538.22
05/12/2017 00:00,11613.07,11665,11498.09,11578.84,162.6,1886551.68,11602.14
05/12/2017 01:00,11578.92,11613,11507.88,11555,104.62,1209242.83,11558.7
05/12/2017 02:00,11556.75,11662.32,11425,11512.85,721.65,8331991.6,11545.74
05/12/2017 03:00,11522.57,11600,11450,11598.17,297.25,3427968.1,11532.16
05/12/2017 04:00,11579.05,11599,11385,11500,507.65,5823680.93,11471.78
05/12/2017 05:00,11494.64,11558.25,11429.6,11499.74,249.68,2867565.74,11485.17
05/12/2017 06:00,11499.55,11568.06,11410.2,11559.95,226.96,2607200.28,11487.63
05/12/2017 07:00,11554.48,11729.2,11461,11728.14,957.16,11108613.18,11605.77
05/12/2017 08:00,11729.2,11776.99,11613.07,11745.46,578.4,6770617.57,11705.82
05/12/2017 09:00,11761.51,11765,11590,11649.2,614.5,7176238.9,11678.25
05/12/2017 10:00,11648.17,11650.46,11384.25,11604,855.04,9843238.29,11512.06
05/12/2017 11:00,11603.99,11685,11535.4,11652.65,470.98,5470134.4,11614.45
05/12/2017 12:00,11638.03,11751.07,11519.96,11704.99,774.37,9036585.67,11669.65
05/12/2017 13:00,11704.95,11850,11666,11680.65,884.19,10417697.52,11782.17
05/12/2017 14:00,11718.94,11842,11683.52,11751.72,574.3,6764364.87,11778.39
05/12/2017 15:00,11751.74,11839.9,11716.98,11801.1,535.48,6309588.57,11783.11
05/12/2017 16:00,11806.97,11806.98,11560,11649.61,776.67,9049412.05,11651.59
05/12/2017 17:00,11649.62,11728,11603.28,11643.8,348.34,4068507.07,11679.72
05/12/2017 18:00,11652.57,11709.85,11625,11690,261.6,3054371.12,11675.81
05/12/2017 19:00,11690,11771,11668.62,11724.71,336.52,3947984.68,11731.82
05/12/2017 20:00,11725.59,11818.02,11692.88,11778.08,304.58,3584576.41,11768.97
05/12/2017 21:00,11778.12,11778.12,11700,11771.94,214.7,2522952.29,11750.86
05/12/2017 22:00,11751.8,11791.26,11640,11720.02,518.39,6074970.88,11718.91
05/12/2017 23:00,11720.02,11750,11623.99,11677,599.42,7016021.55,11704.76
06/12/2017 00:00,11676.99,11835,11659.8,11833.73,510.05,5997860.43,11759.27
06/12/2017 01:00,11832.99,11950,11830.98,11949.89,639.16,7590867.9,11876.4
06/12/2017 02:00,11950,12155,11927.02,12151.49,1024.15,12338093.25,12047.2
06/12/2017 03:00,12140.28,12276,12111.67,12251,540.36,6593096.68,12201.38
06/12/2017 04:00,12227.07,12253.49,12085.96,12200.43,444.57,5406776.06,12161.9
06/12/2017 05:00,12200.42,12230,12075.02,12230,543.35,6598662.04,12144.36
06/12/2017 06:00,12230,12372,12230,12372,793.03,9765011.23,12313.62
06/12/2017 07:00,12372,12448,12272.25,12379.88,855.37,10596719.32,12388.48
06/12/2017 08:00,12383.64,12450.79,12280.04,12399,590.01,7306981.92,12384.52
06/12/2017 09:00,12398.97,12500,12302.33,12470,763.99,9504866.56,12441.1
06/12/2017 10:00,12480,12784.54,12470,12780,849.95,10725982.21,12619.49
06/12/2017 11:00,12784.54,12815.18,12327.51,12580,1510.78,18978948.42,12562.34
06/12/2017 12:00,12579.98,12700,12540.02,12699.96,526.94,6657645.25,12634.5
06/12/2017 13:00,12699.95,12745.95,12538.16,12625.5,602.6,7626230.23,12655.63
06/12/2017 14:00,12651.59,12780,12627.86,12775,923.95,11758182.56,12726.03
06/12/2017 15:00,12775,12775,12457,12543.85,966.56,12236740.43,12660.11
06/12/2017 16:00,12520.07,12653.85,12400,12649.94,895.36,11249579.77,12564.29
06/12/2017 17:00,12649.9,12701.05,12637.29,12664,420.72,5337961.76,12687.82
06/12/2017 18:00,12663.96,12828.06,12652.02,12828.06,574.82,7335319.62,12761.01
06/12/2017 19:00,12828.06,13120,12828.06,13120,1316.35,17097425.81,12988.55
06/12/2017 20:00,13120,13197,12900,13190,1049.45,13727927.4,13081.1
06/12/2017 21:00,13180.04,13200,13013.66,13198,527.49,6913762.85,13106.87
06/12/2017 22:00,13199.99,13700,13118.04,13695.71,1489.86,20014874.39,13434.03
06/12/2017 23:00,13699.98,13699.99,13216.76,13623.5,1426.02,19201274.22,13464.91
07/12/2017 00:00,13623,14047.4,13549.53,13898,1319.12,18330725.86,13896.13
07/12/2017 01:00,13898,14095,13535,13990,1442.02,20019589.55,13883.01
07/12/2017 02:00,13989.97,13999.96,13085.9,13600,1632.92,22033710.79,13493.43
07/12/2017 03:00,13599.86,13879.88,13553.33,13650,492.33,6748372.48,13706.89
07/12/2017 04:00,13649,13999,13590.01,13999,341.87,4746687.83,13884.55
07/12/2017 05:00,13999,14100,13820,14019.96,617.04,8622769.94,13974.36
07/12/2017 06:00,14019.91,14199,13942.12,13990,781.37,11004422.93,14083.43
07/12/2017 07:00,13970,14187.81,13890.95,14183.81,414.67,5832615.12,14065.52
07/12/2017 08:00,14177,14599.53,14170.16,14463.74,977.54,14076904.62,14400.29
07/12/2017 09:00,14463.73,14621.11,14400,14618.02,407.62,5923630.91,14532.36
07/12/2017 10:00,14618.02,14865,14539.47,14849.4,860.83,12674441.88,14723.48
07/12/2017 11:00,14849.4,14870,14130,14151.19,1726.93,25083236.3,14524.8
07/12/2017 12:00,14151.19,14717.11,14120,14656.99,1060.66,15364176.23,14485.5
07/12/2017 13:00,14657,14997,14545.84,14941.1,1090.27,16197923.67,14856.81
07/12/2017 14:00,14941.09,15344.25,14925.55,15324,1385.93,21050490.26,15188.66
07/12/2017 15:00,15324,15700,15296,15695,1654.21,25634356.42,15496.47
07/12/2017 16:00,15698.49,15995,14892.98,14900,2294.87,35874775.53,15632.61
07/12/2017 17:00,14900,15435,14454.98,15400,1738.83,26079328.2,14998.22
07/12/2017 18:00,15400,15809.19,15350.01,15715.2,554.62,8642991.8,15583.58
07/12/2017 19:00,15715.17,15809.19,14797.3,15250.01,1246.5,19033550.74,15269.59
07/12/2017 20:00,15263.95,15586.77,15001,15586.77,731.58,11191039.45,15297.16
07/12/2017 21:00,15588.16,15791.52,15310,15651.02,751.6,11753641.97,15638.1
07/12/2017 22:00,15651.11,16450,15651,16450,1170.64,18820831.62,16077.37
07/12/2017 23:00,16450,16615.62,16126.96,16599.99,1093.69,17953830.05,16415.8
08/12/2017 00:00,16599.99,16620,16288.23,16619,819.75,13556177.86,16536.95
08/12/2017 01:00,16619.99,16666.66,16490.01,16626.13,722.63,12005736.59,16613.89
08/12/2017 02:00,16626.13,16644,16006,16449.94,691.72,11312640.62,16354.36
08/12/2017 03:00,16436.43,16450,15572,16127,1566.91,24990177.68,15948.66
08/12/2017 04:00,16129.08,16393,15465,15470,1029.3,16321973.28,15857.33
08/12/2017 05:00,15470,15500,14239,15222.53,2468.89,36726540.38,14875.75
08/12/2017 06:00,15220.81,15652.67,14745.52,15600,1348.35,20486283.15,15193.64
08/12/2017 07:00,15609,16314.02,15598.23,15925.01,1358.66,21688305.62,15963.02
08/12/2017 08:00,15935.01,16100,15498,15498,654.37,10388207.67,15875.04
08/12/2017 09:00,15498.01,15538.6,14600,15041.91,1625.25,24507114.35,15078.99
08/12/2017 10:00,15046,15344.25,14616,14746.62,1237.04,18547280.33,14993.28
08/12/2017 11:00,14745.52,14892.98,13482.42,14658.11,2512.48,35729741.28,14220.88
08/12/2017 12:00,14657.59,14976.23,14500,14705,930.8,13751906.48,14774.36
08/12/2017 13:00,14700.01,15142,14250,15126.43,1521.36,22349010.39,14690.15
08/12/2017 14:00,15109.58,15809.19,14865.29,15800.01,1252.58,19179160.8,15311.73
08/12/2017 15:00,15800,15800,15192.32,15298,897.8,13862718.87,15440.69
08/12/2017 16:00,15304.51,15449.72,14745.52,15020,824.52,12498999.54,15159.04
08/12/2017 17:00,15002.01,15130,14765,14810,539.58,8079482.02,14973.54
08/12/2017 18:00,14810,15029.98,14800,15029.98,531.14,7922917.94,14916.89
08/12/2017 19:00,15030,15325,14960.34,15100,544.84,8242027.57,15127.46
08/12/2017 20:00,15100,15250,14900,15011,372.73,5625903.22,15093.88
08/12/2017 21:00,15055,15728.64,15000.01,15630,851.08,13125187.32,15421.72
08/12/2017 22:00,15630,15967.29,15500,15672.79,724.34,11412567.65,15755.87
08/12/2017 23:00,15672.79,15964,15566.22,15800,447.27,7055974.48,15775.8
09/12/2017 00:00,15799.87,15998.5,15344.25,15400,698.9,10986208.82,15719.2
09/12/2017 01:00,15400,15599.73,15274.78,15293.59,344.14,5307430,15422.27
09/12/2017 02:00,15299,15500,15192.32,15435.06,462.13,7076374.62,15312.65
09/12/2017 03:00,15435.1,15480,15344.25,15464.96,196.48,3029197.85,15417.34
09/12/2017 04:00,15463.79,15612.74,15019.3,15147.84,463.67,7089155.96,15289.36
09/12/2017 05:00,15149.96,15299,14800,15025.46,532.67,8000738.41,15019.99
09/12/2017 06:00,15025.46,15285.99,14946.39,15195.72,286.37,4342559.67,15164.41
09/12/2017 07:00,15173.67,15550,15173.67,15400,505.99,7797243.02,15409.9
09/12/2017 08:00,15400.01,15520.44,15170,15250,377.33,5772714.2,15298.95
09/12/2017 09:00,15241.92,15344.25,14986.01,15144.73,400.33,6057279.69,15130.69
09/12/2017 10:00,15118.63,15168.89,14700,14703,475.69,7086640.47,14897.66
09/12/2017 11:00,14703,14892.98,14418,14839.99,962.67,14090275.44,14636.59
09/12/2017 12:00,14802,15065,14700,14744.95,541.53,8074216.74,14910.1
09/12/2017 13:00,14786.12,14990,14757.45,14985.99,291.74,4347428.12,14901.91
09/12/2017 14:00,14985.93,14986,14777,14792,194.3,2889517.58,14871.15
09/12/2017 15:00,14802.39,14808.9,14510,14547.85,505.03,7392182.33,14636.98
09/12/2017 16:00,14538.97,14594.92,13832,14029.86,1499.67,21181048.53,14123.82
09/12/2017 17:00,14029.86,14029.86,12701.05,13216.76,2846.61,37944505.43,13329.73
09/12/2017 18:00,13216.76,14311,13130,14074.4,1936.39,26823033.18,13852.06
09/12/2017 19:00,14100,14240.95,13749.99,14055.03,856.83,11971295.5,13971.61
09/12/2017 20:00,14055,14454.98,14055,14277,541.62,7742095.94,14294.38
09/12/2017 21:00,14245,14370.99,14041.43,14299.91,373.8,5319009.72,14229.63
09/12/2017 22:00,14299.9,14600,14244.91,14498,500.47,7241419.07,14469.26
09/12/2017 23:00,14497.97,14635.69,13993,14607.49,793.12,11347502.27,14307.34
10/12/2017 00:00,14601.01,14622.06,14029.86,14164.81,590.09,8383773.2,14207.66
10/12/2017 01:00,14100.26,14165.89,13482.42,13759.42,814.39,11187076.25,13736.69
10/12/2017 02:00,13759.42,14050,13465,13465,670.05,9230878.35,13776.41
10/12/2017 03:00,13465,13617.24,13085.9,13110.46,1013.55,13510940.65,13330.35
10/12/2017 04:00,13106.32,13617.24,13085.9,13617.09,859.53,11475669.46,13351.05
10/12/2017 05:00,13617.09,13625.93,13085.9,13364.75,533.24,7127462.4,13366.39
10/12/2017 06:00,13351.05,13890.95,13260,13752.4,683.95,9287221.41,13578.86
10/12/2017 07:00,13752.4,13798.95,13150,13469.31,408.15,5502293.28,13480.91
10/12/2017 08:00,13473.26,13475,13011,13221.34,570.88,7508458.05,13152.37
10/12/2017 09:00,13289.69,13599,13180.02,13470.11,454.76,6091377.9,13394.77
10/12/2017 10:00,13470.1,13793,13407.32,13584.99,508.87,6946252.86,13650.27
10/12/2017 11:00,13583.79,13750,13430,13615.36,422.83,5748186.39,13594.47
10/12/2017 12:00,13615.3,13753.41,13441.29,13669,325.87,4436021.9,13613.02
10/12/2017 13:00,13669,14745.52,13653.81,14745.5,1731.7,24799178.05,14320.72
10/12/2017 14:00,14745.52,15192.32,14599.53,14804.68,1545.47,23095464.76,14943.93
10/12/2017 15:00,14804.65,15192.32,14454.98,15014.72,1136.98,16926121.57,14886.85
10/12/2017 16:00,15005.03,15187.22,14765,14765,492.9,7394212.13,15001.48
10/12/2017 17:00,14800.99,15050,14758.67,14910.2,325.16,4860650.31,14948.58
10/12/2017 18:00,14940,15100,14811,14930.55,417.03,6243513.48,14971.47
10/12/2017 19:00,14930.55,15299.21,14900,15185,612.39,9239977.68,15088.38
10/12/2017 20:00,15185,15282.01,15010.12,15025,334.39,5062262.84,15138.71
10/12/2017 21:00,15028.99,15090,14029.86,14120,1568.07,22646709.06,14442.4
10/12/2017 22:00,14120,14599.53,14105,14259.6,651.28,9354263.61,14362.82
10/12/2017 23:00,14255.36,15385,14250,14691,1816.44,27092702.42,14915.27
11/12/2017 00:00,14690.99,15000,14677.19,14910,344.03,5110667.33,14855.45
11/12/2017 01:00,14909.99,15444,14842.01,15444,709.52,10818038.48,15247.01
11/12/2017 02:00,15444.66,15749.72,15345.77,15749.71,537.75,8371732.25,15568.2
11/12/2017 03:00,15748.42,15994.99,15652.67,15793.2,736.83,11672725.67,15841.82
11/12/2017 04:00,15793.2,15894.4,15587.62,15809.15,367.18,5783075.36,15750.19
11/12/2017 05:00,15779.17,15967.29,15779.17,15849.96,228.31,3628238.08,15891.43
11/12/2017 06:00,15831,16400,15822.95,16362.61,639.96,10321443.52,16128.23
11/12/2017 07:00,16362.61,16430.45,16126.96,16400,512.14,8336491.15,16277.78
11/12/2017 08:00,16405,16489,16301.4,16325.99,900.79,14786870.65,16415.47
11/12/2017 09:00,16349.94,16425.02,16257.1,16400,415.07,6784097.72,16344.35
11/12/2017 10:00,16400,16554.95,16381,16529.29,468.85,7723914.47,16474.07
11/12/2017 11:00,16529.29,16570,16299.99,16304.37,510.59,8404367.88,16460.06
11/12/2017 12:00,16304.37,16464.89,16280,16370,483.68,7919043.45,16372.65
11/12/2017 13:00,16369.9,16400,15809.19,16190,1179.87,18902353.46,16020.77
11/12/2017 14:00,16190,16540.46,15998.32,16129.99,1376.57,22500199.92,16345.1
11/12/2017 15:00,16129.99,16400,16086,16296.76,619.07,10052916.68,16238.71
11/12/2017 16:00,16296.77,16369.99,16001.11,16191.84,825.06,13388479.54,16227.35
11/12/2017 17:00,16209.98,16244.95,16050,16201.47,404.37,6527050.84,16141.45
11/12/2017 18:00,16201.47,16450,16150.05,16438,548.15,8947899.42,16323.77
11/12/2017 19:00,16440.11,16900,16403.08,16881.02,1247.65,20762245.33,16641.05
11/12/2017 20:00,16881.02,17270,16781.78,17027.68,1592.27,27179720.85,17069.78
11/12/2017 21:00,17027.68,17071.07,16720,16951,555.73,9387543.05,16892.3
11/12/2017 22:00,16950.01,16980,16765,16765.99,329.14,5543126.91,16841.37
11/12/2017 23:00,16765,16890.01,16188.79,16470,1051.16,17351602.3,16507.1
12/12/2017 00:00,16470,16520.52,16250,16425.04,446.29,7304461,16366.94
12/12/2017 01:00,16425.04,16615.62,16288.23,16600.57,419.42,6907222.86,16468.33
12/12/2017 02:00,16600.57,16600.57,16288.23,16288.27,175.04,2875337.3,16426.57
12/12/2017 03:00,16288.27,16379.88,15967.29,16133.02,475.57,7672171.37,16132.73
12/12/2017 04:00,16159.99,16288.23,15967.29,16070,215.95,3486766.19,16146.25
12/12/2017 05:00,16069.94,16288.23,15967.29,16288.23,351.51,5664116.62,16113.56
12/12/2017 06:00,16288.23,16451.11,16206.49,16430,273.25,4466306.99,16345.16
12/12/2017 07:00,16430,16647.3,16345.1,16638.03,368.4,6078680.61,16500.07
12/12/2017 08:00,16638.63,16726.91,16451.11,16640,414.82,6904961.17,16645.53
12/12/2017 09:00,16649.21,16750,16451.11,16599.99,344.46,5726436.76,16624.32
12/12/2017 10:00,16599.99,16644.03,16451.11,16521.03,318.47,5266965.08,16538.1
12/12/2017 11:00,16521.03,16700,16500.45,16614,327.3,5439477.89,16619.16
12/12/2017 12:00,16613.96,16720.98,16451.11,16650.03,548.33,9091747.2,16580.93
12/12/2017 13:00,16672.98,17255.44,16631.55,17182.67,1243.65,21130673.9,16990.86
12/12/2017 14:00,17182.67,17254,16914.6,16914.63,919.39,15694179.11,17070.16
